Key_Sales;Sales;Orders;Stock
2023-3_15126;3;;25
2023-4_15126;4;12;33
2023-5_15126;5;;28
2023-6_15126;6;;22
2023-7_15126;7;18;33
2023-8_15126;6;;27
2023-9_15126;8;;19
2023-10_15126;7;36;48
2022-10_14323;4;24;27
2022-11_14323;7;;20
2022-12_14323;9;;11
2023-1_14323;3;12;20
2023-2_14323;2;;18
2023-3_14323;3;;15
2023-4_14323;4;12;23
2023-5_14323;4;;19
2023-6_14323;5;;14
2023-7_14323;5;12;21
2023-8_14323;4;;17
2023-9_14323;7;;10
2023-10_14323;5;24;29
2022-10_12657;9;;21
2022-11_12657;16;42;47
2022-12_12657;20;;27
2023-1_12657;6;;21
2023-2_12657;6;24;39
2023-3_12657;6;;33
2023-4_12657;8;;25
2023-5_12657;9;36;52
2023-6_12657;12;;40
2023-7_12657;13;;27
2023-8_12657;11;42;58
2023-9_12657;16;;42
2023-10_12657;12;;30
2022-10_15933;12;;21
2022-11_15933;22;114;113
2022-12_15933;27;;86
2023-1_15933;8;;78
2023-2_15933;6;;72
2023-3_15933;7;48;113
2023-4_15933;10;;103
2023-5_15933;11;;92
2023-6_15933;16;78;154
2023-7_15933;17;;137
2023-8_15933;13;;124
2023-9_15933;20;;104
2023-10_15933;16;;88
2022-10_15934;14;;21
2022-11_15934;22;114;113
2022-12_15934;29;;84
2023-1_15934;7;;77
2023-2_15934;6;;71
2023-3_15934;7;48;112
2023-4_15934;9;;103
2023-5_15934;12;;91
2023-6_15934;16;84;159
2023-7_15934;17;;142
2023-8_15934;13;;129
2023-9_15934;21;;108
2023-10_15934;15;;93
2022-10_15941;13;90;107
2022-11_15941;23;;84
2022-12_15941;27;;57
2023-1_15941;8;36;85
2023-2_15941;6;;79
2023-3_15941;8;;71
2023-4_15941;10;30;91
2023-5_15941;12;;79
2023-6_15941;15;;64
2023-7_15941;18;42;88
2023-8_15941;13;;75
2023-9_15941;20;;55
2023-10_15941;16;78;117
2022-10_15764;9;;20
2022-11_15764;17;78;81
2022-12_15764;20;;61
2023-1_15764;5;;56
2023-2_15764;5;;51
2023-3_15764;6;36;81
2023-4_15764;8;;73
2023-5_15764;9;;64
2023-6_15764;11;66;119
2023-7_15764;12;;107
2023-8_15764;10;;97
2023-9_15764;16;;81
2023-10_15764;12;;69
2022-10_15811;8;;15
2022-11_15811;13;66;68
2022-12_15811;16;;52
2023-1_15811;4;;48
2023-2_15811;4;;44
2023-3_15811;4;30;70
2023-4_15811;6;;64
2023-5_15811;7;;57
2023-6_15811;9;48;96
2023-7_15811;10;;86
2023-8_15811;8;;78
2023-9_15811;11;;67
2023-10_15811;10;;57
2022-10_15763;6;;10
2022-11_15763;10;48;48
2022-12_15763;12;;36
2023-1_15763;4;;32
2023-2_15763;3;;29
2023-3_15763;3;18;44
2023-4_15763;4;;40
2023-5_15763;5;;35
2023-6_15763;7;30;58
2023-7_15763;7;;51
2023-8_15763;6;;45
2023-9_15763;8;;37
2023-10_15763;6;;31
2022-10_16246;10;;23
2022-11_16246;19;60;64
2022-12_16246;24;;40
2023-1_16246;6;;34
2023-2_16246;6;24;52
2023-3_16246;7;;45
2023-4_16246;9;;36
2023-5_16246;9;42;69
2023-6_16246;14;;55
2023-7_16246;15;;40
2023-8_16246;11;48;77
2023-9_16246;16;;61
2023-10_16246;14;;47
2022-10_16553;8;;11
2022-11_16553;14;42;39
2022-12_16553;17;;22
2023-1_16553;4;;18
2023-2_16553;4;12;26
2023-3_16553;4;;22
2023-4_16553;6;;16
2023-5_16553;7;30;39
2023-6_16553;10;;29
2023-7_16553;10;;19
2023-8_16553;8;36;47
2023-9_16553;12;;35
2023-10_16553;10;;25
2022-10_16501;6;;11
2022-11_16501;11;48;48
2022-12_16501;13;;35
2023-1_16501;4;;31
2023-2_16501;3;12;40
2023-3_16501;3;;37
2023-4_16501;5;;32
2023-5_16501;6;24;50
2023-6_16501;8;;42
2023-7_16501;9;;33
2023-8_16501;6;24;51
2023-9_16501;11;;40
2023-10_16501;8;;32
2022-10_15567;2;;0
2022-11_15567;4;12;8
2022-12_15567;4;;4
2023-1_15567;1;;3
2023-2_15567;1;6;8
2023-3_15567;1;;7
2023-4_15567;1;;6
2023-5_15567;2;12;16
2023-6_15567;2;;14
2023-7_15567;3;;11
2023-8_15567;2;12;21
2023-9_15567;3;;18
2023-10_15567;3;;15
2022-10_16046;7;;4
2022-11_16046;13;60;51
2022-12_16046;17;;34
2023-1_16046;5;;29
2023-2_16046;4;18;43
2023-3_16046;5;;38
2023-4_16046;6;;32
2023-5_16046;7;30;55
2023-6_16046;8;;47
2023-7_16046;10;;37
2023-8_16046;8;30;59
2023-9_16046;12;;47
2023-10_16046;9;;38
2022-10_16578;8;;2
2022-11_16578;15;48;35
2022-12_16578;18;;17
2023-1_16578;5;;12
2023-2_16578;4;18;26
2023-3_16578;5;;21
2023-4_16578;6;;15
2023-5_16578;8;30;37
2023-6_16578;10;;27
2023-7_16578;11;;16
2023-8_16578;9;36;43
2023-9_16578;13;;30
2023-10_16578;11;;19
2022-10_15574;11;;23
2022-11_15574;19;108;112
2022-12_15574;24;;88
2023-1_15574;7;;81
2023-2_15574;5;;76
2023-3_15574;5;42;113
2023-4_15574;7;;106
2023-5_15574;10;;96
2023-6_15574;14;72;154
2023-7_15574;13;;141
2023-8_15574;11;;130
2023-9_15574;17;;113
2023-10_15574;13;;100
2022-10_13662;14;;17
2022-11_13662;24;108;101
2022-12_13662;31;;70
2023-1_13662;8;;62
2023-2_13662;7;;55
2023-3_13662;7;60;108
2023-4_13662;11;;97
2023-5_13662;14;;83
2023-6_13662;16;90;157
2023-7_13662;17;;140
2023-8_13662;15;;125
2023-9_13662;23;;102
2023-10_13662;18;;84
2022-10_15213;15;;20
2022-11_15213;24;108;104
2022-12_15213;29;;75
2023-1_15213;9;;66
2023-2_15213;6;30;90
2023-3_15213;8;;82
2023-4_15213;10;;72
2023-5_15213;14;54;112
2023-6_15213;17;;95
2023-7_15213;18;;77
2023-8_15213;15;66;128
2023-9_15213;23;;105
2023-10_15213;17;;88
2022-10_15036;12;;23
2022-11_15036;20;54;57
2022-12_15036;25;;32
2023-1_15036;6;;26
2023-2_15036;6;24;44
2023-3_15036;7;;37
2023-4_15036;10;;27
2023-5_15036;11;48;64
2023-6_15036;13;;51
2023-7_15036;15;;36
2023-8_15036;12;60;84
2023-9_15036;19;;65
2023-10_15036;14;;51
2022-10_15672;6;;6
2022-11_15672;11;48;43
2022-12_15672;14;;29
2023-1_15672;3;;26
2023-2_15672;4;12;34
2023-3_15672;4;;30
2023-4_15672;5;;25
2023-5_15672;6;18;37
2023-6_15672;8;;29
2023-7_15672;9;;20
2023-8_15672;7;24;37
2023-9_15672;10;;27
2023-10_15672;8;;19
2022-10_12599;11;;14
2022-11_12599;22;72;64
2022-12_12599;27;;37
2023-1_12599;6;;31
2023-2_12599;6;24;49
2023-3_12599;8;;41
2023-4_12599;9;;32
2023-5_12599;13;54;73
2023-6_12599;17;;56
2023-7_12599;16;;40
2023-8_12599;14;60;86
2023-9_12599;20;;66
2023-10_12599;16;;50
2022-10_11736;11;;12
2022-11_11736;20;42;34
2022-12_11736;24;;10
2023-1_11736;6;;4
2023-2_11736;6;18;16
2023-3_11736;7;;9
2023-4_11736;8;;1
2023-5_11736;9;36;28
2023-6_11736;13;;15
2023-7_11736;15;;0
2023-8_11736;11;42;31
2023-9_11736;16;;15
2023-10_11736;14;;1
2022-10_15026;15;;23
2022-11_15026;26;66;63
2022-12_15026;31;;32
2023-1_15026;10;;22
2023-2_15026;7;36;51
2023-3_15026;8;;43
2023-4_15026;11;;32
2023-5_15026;13;48;67
2023-6_15026;17;;50
2023-7_15026;18;;32
2023-8_15026;17;60;75
2023-9_15026;24;;51
2023-10_15026;17;;34
2022-10_16160;11;;10
2022-11_16160;18;54;46
2022-12_16160;23;;23
2023-1_16160;6;;17
2023-2_16160;5;24;36
2023-3_16160;6;;30
2023-4_16160;9;;21
2023-5_16160;10;42;53
2023-6_16160;13;;40
2023-7_16160;14;;26
2023-8_16160;11;42;57
2023-9_16160;16;;41
2023-10_16160;13;;28
2022-10_15629;8;;10
2022-11_15629;14;66;62
2022-12_15629;18;;44
2023-1_15629;5;;39
2023-2_15629;4;18;53
2023-3_15629;5;;48
2023-4_15629;6;;42
2023-5_15629;8;30;64
2023-6_15629;10;;54
2023-7_15629;11;;43
2023-8_15629;9;30;64
2023-9_15629;14;;50
2023-10_15629;10;;40
2022-10_16166;3;;0
2022-11_16166;12;48;36
2022-12_16166;14;;22
2023-1_16166;4;;18
2023-2_16166;3;12;27
2023-3_16166;4;;23
2023-4_16166;4;;19
2023-5_16166;7;18;30
2023-6_16166;7;;23
2023-7_16166;8;;15
2023-8_16166;7;18;26
2023-9_16166;10;;16
2023-10_16166;7;;9
2022-10_15583;12;;16
2022-11_15583;21;96;91
2022-12_15583;25;;66
2023-1_15583;7;;59
2023-2_15583;7;24;76
2023-3_15583;7;;69
2023-4_15583;8;;61
2023-5_15583;10;42;93
2023-6_15583;15;;78
2023-7_15583;16;;62
2023-8_15583;12;48;98
2023-9_15583;19;;79
2023-10_15583;15;;64
2022-10_15783;7;;12
2022-11_15783;13;42;41
2022-12_15783;16;;25
2023-1_15783;5;;20
2023-2_15783;4;18;34
2023-3_15783;4;;30
2023-4_15783;6;;24
2023-5_15783;7;30;47
2023-6_15783;9;;38
2023-7_15783;10;;28
2023-8_15783;8;36;56
2023-9_15783;11;;45
2023-10_15783;10;;35
2022-10_15949;16;;36
2022-11_15949;28;126;134
2022-12_15949;34;;100
2023-1_15949;8;;92
2023-2_15949;10;;82
2023-3_15949;9;60;133
2023-4_15949;11;;122
2023-5_15949;15;;107
2023-6_15949;18;108;197
2023-7_15949;22;;175
2023-8_15949;17;;158
2023-9_15949;24;;134
2023-10_15949;19;;115
2022-10_15120;14;;31
2022-11_15120;26;114;119
2022-12_15120;32;;87
2023-1_15120;8;;79
2023-2_15120;6;;73
2023-3_15120;9;60;124
2023-4_15120;10;;114
2023-5_15120;15;;99
2023-6_15120;17;102;184
2023-7_15120;19;;165
2023-8_15120;17;;148
2023-9_15120;23;;125
2023-10_15120;17;;108
2022-10_15946;15;;22
2022-11_15946;28;138;132
2022-12_15946;32;;100
2023-1_15946;9;;91
2023-2_15946;9;;82
2023-3_15946;7;60;135
2023-4_15946;10;;125
2023-5_15946;15;;110
2023-6_15946;20;102;192
2023-7_15946;20;;172
2023-8_15946;17;;155
2023-9_15946;24;;131
2023-10_15946;18;;113
2022-10_15856;13;;14
2022-11_15856;25;78;67
2022-12_15856;31;;36
2023-1_15856;7;;29
2023-2_15856;6;24;47
2023-3_15856;8;;39
2023-4_15856;9;;30
2023-5_15856;12;48;66
2023-6_15856;16;;50
2023-7_15856;17;;33
2023-8_15856;15;54;72
2023-9_15856;23;;49
2023-10_15856;18;;31
2022-10_15857;11;;27
2022-11_15857;22;78;83
2022-12_15857;25;;58
2023-1_15857;7;;51
2023-2_15857;7;24;68
2023-3_15857;6;;62
2023-4_15857;10;;52
2023-5_15857;11;42;83
2023-6_15857;15;;68
2023-7_15857;15;;53
2023-8_15857;12;54;95
2023-9_15857;19;;76
2023-10_15857;14;;62
2022-10_12881;7;;0
2022-11_12881;12;42;30
2022-12_12881;13;;17
2023-1_12881;4;;13
2023-2_12881;4;18;27
2023-3_12881;4;;23
2023-4_12881;5;;18
2023-5_12881;6;24;36
2023-6_12881;8;;28
2023-7_12881;8;;20
2023-8_12881;6;24;38
2023-9_12881;11;;27
2023-10_12881;7;;20
2022-10_12882;6;;8
2022-11_12882;12;48;44
2022-12_12882;14;;30
2023-1_12882;3;;27
2023-2_12882;3;12;36
2023-3_12882;4;;32
2023-4_12882;4;;28
2023-5_12882;6;24;46
2023-6_12882;8;;38
2023-7_12882;9;;29
2023-8_12882;7;30;52
2023-9_12882;11;;41
2023-10_12882;8;;33
2022-10_15457;9;60;70
2022-11_15457;16;;54
2022-12_15457;18;;36
2023-1_15457;6;24;54
2023-2_15457;5;;49
2023-3_15457;4;;45
2023-4_15457;6;18;57
2023-5_15457;8;;49
2023-6_15457;11;;38
2023-7_15457;11;24;51
2023-8_15457;8;;43
2023-9_15457;14;;29
2023-10_15457;10;66;85
2022-10_15426;10;60;73
2022-11_15426;17;;56
2022-12_15426;21;;35
2023-1_15426;6;30;59
2023-2_15426;5;;54
2023-3_15426;5;;49
2023-4_15426;7;24;66
2023-5_15426;9;;57
2023-6_15426;12;;45
2023-7_15426;12;24;57
2023-8_15426;11;;46
2023-9_15426;14;;32
2023-10_15426;12;66;86
2022-10_15315;12;84;110
2022-11_15315;24;;86
2022-12_15315;27;;59
2023-1_15315;7;30;82
2023-2_15315;7;;75
2023-3_15315;7;;68
2023-4_15315;10;36;94
2023-5_15315;12;;82
2023-6_15315;15;;67
2023-7_15315;17;48;98
2023-8_15315;14;;84
2023-9_15315;20;;64
2023-10_15315;16;102;150
2022-10_13531;10;66;83
2022-11_13531;19;;64
2022-12_13531;24;;40
2023-1_13531;7;36;69
2023-2_13531;5;;64
2023-3_13531;5;;59
2023-4_13531;8;18;69
2023-5_13531;10;;59
2023-6_13531;12;;47
2023-7_13531;14;42;75
2023-8_13531;12;;63
2023-9_13531;16;;47
2023-10_13531;14;72;105
2022-10_13627;13;72;83
2022-11_13627;21;;62
2022-12_13627;26;;36
2023-1_13627;7;36;65
2023-2_13627;5;;60
2023-3_13627;6;;54
2023-4_13627;8;24;70
2023-5_13627;10;;60
2023-6_13627;15;;45
2023-7_13627;15;48;78
2023-8_13627;12;;66
2023-9_13627;20;;46
2023-10_13627;14;78;110
2022-10_15429;11;60;72
2022-11_15429;18;;54
2022-12_15429;24;;30
2023-1_15429;7;42;65
2023-2_15429;6;;59
2023-3_15429;7;;52
2023-4_15429;9;18;61
2023-5_15429;10;;51
2023-6_15429;12;;39
2023-7_15429;15;36;60
2023-8_15429;11;;49
2023-9_15429;18;;31
2023-10_15429;13;66;84
2022-10_14184;8;54;69
2022-11_14184;14;;55
2022-12_14184;16;;39
2023-1_14184;4;24;59
2023-2_14184;4;;55
2023-3_14184;4;;51
2023-4_14184;6;12;57
2023-5_14184;7;;50
2023-6_14184;9;;41
2023-7_14184;10;30;61
2023-8_14184;8;;53
2023-9_14184;13;;40
2023-10_14184;9;60;91
2022-10_16132;14;96;129
2022-11_16132;26;;103
2022-12_16132;32;;71
2023-1_16132;8;42;105
2023-2_16132;8;;97
2023-3_16132;8;;89
2023-4_16132;10;36;115
2023-5_16132;13;;102
2023-6_16132;18;;84
2023-7_16132;20;54;118
2023-8_16132;15;;103
2023-9_16132;23;;80
2023-10_16132;19;90;151
2022-10_15834;6;;0
2022-11_15834;11;30;19
2022-12_15834;14;;5
2023-1_15834;4;;1
2023-2_15834;3;12;10
2023-3_15834;3;;7
2023-4_15834;7;;0
2023-5_15834;6;18;12
2023-6_15834;8;;4
2023-7_15834;4;;0
2023-8_15834;7;24;17
2023-9_15834;10;;7
2023-10_15834;7;;0
2022-10_16472;2;;2
2022-11_16472;4;12;10
2022-12_16472;5;;5
2023-1_16472;1;;4
2023-2_16472;1;6;9
2023-3_16472;1;;8
2023-4_16472;2;;6
2023-5_16472;2;12;16
2023-6_16472;3;;13
2023-7_16472;3;;10
2023-8_16472;2;12;20
2023-9_16472;4;;16
2023-10_16472;3;;13
2022-10_15432;3;;1
2022-11_15432;6;18;13
2022-12_15432;7;;6
2023-1_15432;2;;4
2023-2_15432;2;12;14
2023-3_15432;2;;12
2023-4_15432;3;;9
2023-5_15432;3;12;18
2023-6_15432;4;;14
2023-7_15432;4;;10
2023-8_15432;4;12;18
2023-9_15432;5;;13
2023-10_15432;4;;9
2022-10_15440;12;;22
2022-11_15440;24;60;58
2022-12_15440;27;;31
2023-1_15440;6;;25
2023-2_15440;6;24;43
2023-3_15440;8;;35
2023-4_15440;10;;25
2023-5_15440;13;48;60
2023-6_15440;15;;45
2023-7_15440;18;;27
2023-8_15440;13;60;74
2023-9_15440;21;;53
2023-10_15440;15;;38
2022-10_13435;5;;3
2022-11_13435;10;24;17
2022-12_13435;12;;5
2023-1_13435;3;;2
2023-2_13435;3;12;11
2023-3_13435;3;;8
2023-4_13435;4;;4
2023-5_13435;5;18;17
2023-6_13435;7;;10
2023-7_13435;7;;3
2023-8_13435;6;24;21
2023-9_13435;9;;12
2023-10_13435;6;;6
2022-10_15073;4;;2
2022-11_15073;8;42;36
2022-12_15073;9;;27
2023-1_15073;2;;25
2023-2_15073;2;;23
2023-3_15073;2;12;33
2023-4_15073;4;;29
2023-5_15073;4;;25
2023-6_15073;5;30;50
2023-7_15073;6;;44
2023-8_15073;4;;40
2023-9_15073;7;;33
2023-10_15073;5;;28
2022-10_11601;6;;3
2022-11_11601;11;60;52
2022-12_11601;14;;38
2023-1_11601;3;;35
2023-2_11601;4;;31
2023-3_11601;4;24;51
2023-4_11601;4;;47
2023-5_11601;6;;41
2023-6_11601;8;42;75
2023-7_11601;9;;66
2023-8_11601;7;;59
2023-9_11601;11;;48
2023-10_11601;8;;40
2022-10_12790;4;;10
2022-11_12790;7;36;39
2022-12_12790;9;;30
2023-1_12790;3;;27
2023-2_12790;2;;25
2023-3_12790;2;18;41
2023-4_12790;3;;38
2023-5_12790;4;;34
2023-6_12790;5;24;53
2023-7_12790;6;;47
2023-8_12790;4;;43
2023-9_12790;7;;36
2023-10_12790;5;;31
2022-10_15070;2;;12
2022-11_15070;4;18;26
2022-12_15070;5;;21
2023-1_15070;1;;20
2023-2_15070;1;;19
2023-3_15070;1;12;30
2023-4_15070;2;;28
2023-5_15070;2;;26
2023-6_15070;2;12;36
2023-7_15070;3;;33
2023-8_15070;2;;31
2023-9_15070;3;;28
2023-10_15070;3;;25
2022-10_11602;7;;5
2022-11_11602;13;72;64
2022-12_11602;16;;48
2023-1_11602;4;;44
2023-2_11602;4;;40
2023-3_11602;4;24;60
2023-4_11602;5;;55
2023-5_11602;8;;47
2023-6_11602;10;54;91
2023-7_11602;9;;82
2023-8_11602;8;;74
2023-9_11602;12;;62
2023-10_11602;9;;53
2022-10_12791;3;;12
2022-11_12791;6;24;30
2022-12_12791;7;;23
2023-1_12791;2;;21
2023-2_12791;2;;19
2023-3_12791;2;12;29
2023-4_12791;2;;27
2023-5_12791;3;;24
2023-6_12791;4;18;38
2023-7_12791;4;;34
2023-8_12791;4;;30
2023-9_12791;5;;25
2023-10_12791;4;;21
2022-10_15072;3;;6
2022-11_15072;6;30;30
2022-12_15072;7;;23
2023-1_15072;2;;21
2023-2_15072;2;;19
2023-3_15072;2;12;29
2023-4_15072;2;;27
2023-5_15072;3;;24
2023-6_15072;4;18;38
2023-7_15072;4;;34
2023-8_15072;4;;30
2023-9_15072;5;;25
2023-10_15072;4;;21
2022-10_13996;7;;9
2022-11_13996;14;66;61
2022-12_13996;15;;46
2023-1_13996;4;;42
2023-2_13996;4;;38
2023-3_13996;5;24;57
2023-4_13996;6;;51
2023-5_13996;8;;43
2023-6_13996;9;48;82
2023-7_13996;9;;73
2023-8_13996;8;;65
2023-9_13996;12;;53
2023-10_13996;10;;43
2022-10_14802;10;;7
2022-11_14802;16;78;69
2022-12_14802;21;;48
2023-1_14802;5;;43
2023-2_14802;4;;39
2023-3_14802;5;30;64
2023-4_14802;8;;56
2023-5_14802;9;;47
2023-6_14802;13;66;100
2023-7_14802;13;;87
2023-8_14802;10;;77
2023-9_14802;16;;61
2023-10_14802;11;;50
2022-10_14220;3;;6
2022-11_14220;5;18;19
2022-12_14220;7;;12
2023-1_14220;2;;10
2023-2_14220;2;;8
2023-3_14220;2;12;18
2023-4_14220;2;;16
2023-5_14220;3;;13
2023-6_14220;4;18;27
2023-7_14220;4;;23
2023-8_14220;4;;19
2023-9_14220;5;;14
2023-10_14220;4;;10
2022-10_14805;2;;10
2022-11_14805;4;18;24
2022-12_14805;5;;19
2023-1_14805;1;;18
2023-2_14805;1;;17
2023-3_14805;1;6;22
2023-4_14805;1;;21
2023-5_14805;2;;19
2023-6_14805;2;12;29
2023-7_14805;3;;26
2023-8_14805;2;;24
2023-9_14805;3;;21
2023-10_14805;3;;18
2022-10_13052;8;;7
2022-11_13052;16;66;57
2022-12_13052;18;;39
2023-1_13052;4;;35
2023-2_13052;4;;31
2023-3_13052;4;24;51
2023-4_13052;6;;45
2023-5_13052;9;;36
2023-6_13052;10;60;86
2023-7_13052;11;;75
2023-8_13052;9;;66
2023-9_13052;13;;53
2023-10_13052;11;;42
2022-10_15674;14;;12
2022-11_15674;23;66;55
2022-12_15674;29;;26
2023-1_15674;6;;20
2023-2_15674;7;24;37
2023-3_15674;7;;30
2023-4_15674;9;;21
2023-5_15674;12;42;51
2023-6_15674;16;;35
2023-7_15674;17;;18
2023-8_15674;14;48;52
2023-9_15674;20;;32
2023-10_15674;15;;17
2022-10_13557;4;;0
2022-11_13557;17;24;7
2022-12_13557;7;;0
2023-1_13557;0;;0
2023-2_13557;3;12;9
2023-3_13557;4;;5
2023-4_13557;5;;0
2023-5_13557;7;24;17
2023-6_13557;6;;11
2023-7_13557;5;;6
2023-8_13557;2;24;28
2023-9_13557;3;;25
2023-10_13557;3;;22
2022-10_14604;9;;8
2022-11_14604;17;90;81
2022-12_14604;21;;60
2023-1_14604;6;;54
2023-2_14604;6;;48
2023-3_14604;6;36;78
2023-4_14604;7;;71
2023-5_14604;8;;63
2023-6_14604;11;60;112
2023-7_14604;12;;100
2023-8_14604;11;;89
2023-9_14604;16;;73
2023-10_14604;12;;61
2022-10_16580;9;;7
2022-11_16580;15;84;76
2022-12_16580;18;;58
2023-1_16580;5;;53
2023-2_16580;5;;48
2023-3_16580;5;24;67
2023-4_16580;6;;61
2023-5_16580;8;;53
2023-6_16580;10;60;103
2023-7_16580;11;;92
2023-8_16580;8;;84
2023-9_16580;13;;71
2023-10_16580;10;;61
2022-10_16077;10;;12
2022-11_16077;17;72;67
2022-12_16077;20;;47
2023-1_16077;6;;41
2023-2_16077;5;;36
2023-3_16077;5;42;73
2023-4_16077;7;;66
2023-5_16077;9;;57
2023-6_16077;13;66;110
2023-7_16077;14;;96
2023-8_16077;11;;85
2023-9_16077;15;;70
2023-10_16077;12;;58
2022-10_16565;12;;26
2022-11_16565;21;108;113
2022-12_16565;25;;88
2023-1_16565;6;;82
2023-2_16565;6;;76
2023-3_16565;6;42;112
2023-4_16565;9;;103
2023-5_16565;11;;92
2023-6_16565;14;72;150
2023-7_16565;15;;135
2023-8_16565;13;;122
2023-9_16565;18;;104
2023-10_16565;14;;90
2022-10_15621;11;;17
2022-11_15621;19;108;106
2022-12_15621;22;;84
2023-1_15621;7;;77
2023-2_15621;6;;71
2023-3_15621;7;42;106
2023-4_15621;9;;97
2023-5_15621;9;;88
2023-6_15621;13;66;141
2023-7_15621;13;;128
2023-8_15621;11;;117
2023-9_15621;16;;101
2023-10_15621;12;;89
2022-10_14647;8;;1
2022-11_14647;15;84;70
2022-12_14647;18;;52
2023-1_14647;4;;48
2023-2_14647;4;;44
2023-3_14647;5;30;69
2023-4_14647;7;;62
2023-5_14647;8;;54
2023-6_14647;11;60;103
2023-7_14647;10;;93
2023-8_14647;10;;83
2023-9_14647;13;;70
2023-10_14647;10;;60
2022-10_16067;6;;1
2022-11_16067;11;60;50
2022-12_16067;14;;36
2023-1_16067;4;;32
2023-2_16067;4;;28
2023-3_16067;3;24;49
2023-4_16067;5;;44
2023-5_16067;6;;38
2023-6_16067;8;42;72
2023-7_16067;8;;64
2023-8_16067;6;;58
2023-9_16067;10;;48
2023-10_16067;7;;41
2022-10_15292;8;;18
2022-11_15292;14;78;82
2022-12_15292;19;;63
2023-1_15292;5;;58
2023-2_15292;4;;54
2023-3_15292;4;30;80
2023-4_15292;6;;74
2023-5_15292;8;;66
2023-6_15292;10;54;110
2023-7_15292;12;;98
2023-8_15292;8;;90
2023-9_15292;14;;76
2023-10_15292;10;;66
2022-10_16068;5;;11
2022-11_16068;9;48;50
2022-12_16068;11;;39
2023-1_16068;3;;36
2023-2_16068;2;;34
2023-3_16068;3;24;55
2023-4_16068;5;;50
2023-5_16068;5;;45
2023-6_16068;6;30;69
2023-7_16068;7;;62
2023-8_16068;6;;56
2023-9_16068;8;;48
2023-10_16068;7;;41
2022-10_16066;3;;3
2022-11_16066;5;18;16
2022-12_16066;7;;9
2023-1_16066;2;;7
2023-2_16066;1;;6
2023-3_16066;2;12;16
2023-4_16066;2;;14
2023-5_16066;3;;11
2023-6_16066;4;18;25
2023-7_16066;4;;21
2023-8_16066;4;;17
2023-9_16066;5;;12
2023-10_16066;4;;8
2022-10_16065;7;;1
2022-11_16065;13;66;54
2022-12_16065;16;;38
2023-1_16065;4;;34
2023-2_16065;4;;30
2023-3_16065;5;30;55
2023-4_16065;6;;49
2023-5_16065;8;;41
2023-6_16065;9;54;86
2023-7_16065;10;;76
2023-8_16065;8;;68
2023-9_16065;12;;56
2023-10_16065;10;;46
2022-10_12203;9;;11
2022-11_12203;18;78;71
2022-12_12203;20;;51
2023-1_12203;6;;45
2023-2_12203;5;;40
2023-3_12203;5;30;65
2023-4_12203;8;;57
2023-5_12203;8;;49
2023-6_12203;12;60;97
2023-7_12203;12;;85
2023-8_12203;10;;75
2023-9_12203;14;;61
2023-10_12203;12;;49
2022-10_14253;10;;0
2022-11_14253;17;84;67
2022-12_14253;22;;45
2023-1_14253;6;;39
2023-2_14253;5;;34
2023-3_14253;6;42;70
2023-4_14253;6;;64
2023-5_14253;8;;56
2023-6_14253;12;60;104
2023-7_14253;13;;91
2023-8_14253;11;;80
2023-9_14253;16;;64
2023-10_14253;11;;53
2022-10_14729;12;;10
2022-11_14729;23;126;113
2022-12_14729;27;;86
2023-1_14729;7;;79
2023-2_14729;7;;72
2023-3_14729;7;54;119
2023-4_14729;9;;110
2023-5_14729;12;;98
2023-6_14729;15;84;167
2023-7_14729;16;;151
2023-8_14729;14;;137
2023-9_14729;21;;116
2023-10_14729;15;;101
2022-10_6616;5;;0
2022-11_6616;9;48;39
2022-12_6616;11;;28
2023-1_6616;3;;25
2023-2_6616;3;;22
2023-3_6616;4;18;36
2023-4_6616;4;;32
2023-5_6616;5;;27
2023-6_6616;7;36;56
2023-7_6616;7;;49
2023-8_6616;6;;43
2023-9_6616;8;;35
2023-10_6616;7;;28
2022-10_12476;11;;5
2022-11_12476;19;96;82
2022-12_12476;23;;59
2023-1_12476;5;;54
2023-2_12476;5;;49
2023-3_12476;6;30;73
2023-4_12476;7;;66
2023-5_12476;11;;55
2023-6_12476;13;66;108
2023-7_12476;14;;94
2023-8_12476;11;;83
2023-9_12476;16;;67
2023-10_12476;14;;53
2022-10_8463;2;;0
2022-11_8463;4;18;14
2022-12_8463;5;;9
2023-1_8463;1;;8
2023-2_8463;1;;7
2023-3_8463;1;12;18
2023-4_8463;2;;16
2023-5_8463;2;;14
2023-6_8463;2;12;24
2023-7_8463;3;;21
2023-8_8463;2;;19
2023-9_8463;3;;16
2023-10_8463;3;;13
2022-10_14485;8;;4
2022-11_14485;15;84;73
2022-12_14485;18;;55
2023-1_14485;5;;50
2023-2_14485;5;;45
2023-3_14485;6;42;81
2023-4_14485;7;;74
2023-5_14485;8;;66
2023-6_14485;11;60;115
2023-7_14485;11;;104
2023-8_14485;9;;95
2023-9_14485;13;;82
2023-10_14485;11;;71
2022-10_15360;8;;15
2022-11_15360;13;60;62
2022-12_15360;16;;46
2023-1_15360;5;;41
2023-2_15360;4;;37
2023-3_15360;4;24;57
2023-4_15360;6;;51
2023-5_15360;7;;44
2023-6_15360;10;48;82
2023-7_15360;9;;73
2023-8_15360;8;;65
2023-9_15360;12;;53
2023-10_15360;9;;44
2022-10_15887;5;30;33
2022-11_15887;9;;24
2022-12_15887;11;;13
2023-1_15887;4;18;27
